course_id,course_name,department,credits,time_slot,classroom,instructor,description,prerequisites,max_students,current_enrollment
"228 M7650_01","國土監測專論","Geog","3","TBA","地理電腦室","孫志鴻","英文名稱: Special Topics on Land Monitoring | 選課說明: 2 | 備註: 0","無","",""
"228 M8070_01","批判地理學二","Geog","3","TBA","地理405","徐進鈺","英文名稱: Seminar on Critical Geography (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"228 M8340_01","水文地形作用模擬","Geog","3","TBA","地理602","黃誌川","英文名稱: Hydrogeomorphic Processes Modelling | 選課說明: 2 | 備註: 0","無","",""
"228 M8450_01","地理資訊分析與模式","Geog","3","TBA","地理405","賴進貴","英文名稱: Geographic Information Analysis and Modeling | 選課說明: 2 | 備註: 0","無","",""
"228 M8620_01","數位地球專題研究二","Geog","3","TBA","地理一教室","孫志鴻","英文名稱: Special Topics on Digital Earth (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"228 U1420_01","世界地理","Geog","3","TBA","共204","簡旭伸","英文名稱: World Geography | 選課說明: 2 | 備註: 0","無","",""
"228 U1510_01","人與環境","Geog","3","TBA","地理一教室","王 鑫","英文名稱: Man and His Physical Environment | 選課說明: 3 | 備註: 0","無","",""
"228 U2070_01","公眾參與地理資訊系統概論","Geog","3","TBA","地理502","蔡博文","英文名稱: Introduction to Ppgis | 選課說明: 2 | 備註: 0","無","",""
"228 U2250_01","性別、社會與空間","Geog","3","TBA","地理405","姜蘭虹","英文名稱: Gender , Society and Space | 選課說明: 2 | 備註: 0","無","",""
"228 U2810_01","大氣與生物圈交互作用","Geog","3","TBA","地理602","莊振義","英文名稱: Atmosphere-biosphere Interaction | 選課說明: 2 | 備註: 0","無","",""
"228 U2890_01","健康與醫學地理","Geog","3","TBA","地理502","李 杰","英文名稱: Health and Medical Geography | 選課說明: 2 | 備註: 0","無","",""
"228 U2920_01","地理模擬","Geog","3","TBA","地理602","李 杰","英文名稱: Geosimulation | 選課說明: 2 | 備註: 0","無","",""
"229 D0010_01","博士論文","AtmSci","","TBA","TBA","吳俊傑","英文名稱: Dissertation | 選課說明: 1 | 備註: 0","無","",""
"229 D0030_01","專題討論","AtmSci","","TBA","大氣B105","吳俊傑","英文名稱: Seminar | 選課說明: 3 | 備註: 0","無","",""
"229 D0050_01","專題討論","AtmSci","1","TBA","TBA","陳泰然","英文名稱: Seminar | 選課說明: 3 | 備註: 0","無","",""
"229 D3030_01","大氣對流特論","AtmSci","3","TBA","TBA","周仲島","英文名稱: Special Topics on Atmospheric Convection | 選課說明: 2 | 備註: 0","無","",""
"229 D4140_01","獨立研究 十五","AtmSci","2","TBA","TBA","林依依","英文名稱: Independent Study (15)(Ⅴ) | 選課說明: 2 | 備註: 0","無","",""
"229 M0010_01","碩士論文","AtmSci","","TBA","TBA","吳俊傑","英文名稱: M. S. Thesis | 選課說明: 1 | 備註: 0","無","",""
"229 M0050_1","專題討論","AtmSci","","TBA","TBA","隋中興","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"229 M0050_2","專題討論","AtmSci","","TBA","TBA","吳健銘","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"229 M0050_3","專題討論","AtmSci","","TBA","TBA","洪惠敏","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"229 M0070_1","專題討論","AtmSci","2","TBA","TBA","李清勝","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"229 M0070_2","專題討論","AtmSci","2","TBA","TBA","林 和","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"229 M0070_3","專題討論","AtmSci","2","TBA","TBA","林博雄","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"229 M2080_01","高等天氣學","AtmSci","3","TBA","大氣A104, 大氣A104","陳泰然","英文名稱: Advanced Synoptic Meteorology | 選課說明: 1 | 備註: 0","無","",""
"229 M3020_01","雷達氣象學","AtmSci","3","TBA","大氣A108, 大氣A108","周仲島","英文名稱: Radar Meteorology | 選課說明: 3 | 備註: 0","無","",""
"229 M8090_01","氣象時間數列分析","AtmSci","3","TBA","大氣系A100, 大氣A104","吳明進","英文名稱: Analysis of Meteorological Time Series | 選課說明: 3 | 備註: 0","無","",""
"229 M8110_01","數論地物流力","AtmSci","2","TBA","大氣系A100","郭鴻基","英文名稱: Mathematical Geophysical Fluid Dynamics | 選課說明: 3 | 備註: 0","無","",""
"229 M8130_01","地球系統模式－物理過程","AtmSci","3","TBA","大氣A104","吳健銘","英文名稱: Earth System Model – Physical processes | 選課說明: 3 | 備註: 0","無","",""
"229 M8140_01","古氣候：千年尺度氣候變遷與冰期暖化","AtmSci","2","TBA","大氣A104","江俊宏","英文名稱: Paleoclimate: Millennial Climate Events and Deglaciation | 選課說明: 2 | 備註: 0","無","",""
"229 M8150_01","資料同化","AtmSci","3","TBA","大氣A104","楊舒芝","英文名稱: Data Assimilation for Numerical Modeling | 選課說明: 2 | 備註: 0","無","",""
"229 U5010_01","邊界層氣象學","AtmSci","3","TBA","大氣A104, 大氣A104","吳清吉","英文名稱: Boundary Layer Meteorology | 選課說明: 3 | 備註: 0","無","",""
"229 U5030_01","空氣污染","AtmSci","3","TBA","大氣A108, 大氣A108","徐光蓉","英文名稱: Air Pollution | 選課說明: 3 | 備註: 0","無","",""
"229 U5310_01","生物氣象學","AtmSci","3","TBA","大氣系A100","林博雄","英文名稱: Biometeorology | 選課說明: 3 | 備註: 0","無","",""
"229 U5340_01","氣象新聞傳播學","AtmSci","3","TBA","大氣A104","熊臺玉","英文名稱: Meteorological News Dissemination | 選課說明: 2 | 備註: 0","無","",""
"229 U5420_01","氣膠科學專題討論","AtmSci","2","TBA","大氣A108","洪惠敏","英文名稱: Aerosol Science Seminar | 選課說明: 2 | 備註: 0","Y","",""
"229 U5570_01","天氣預報理論與實務","AtmSci","3","TBA","大氣系A100","吳德榮","英文名稱: Weather Forecast-theory & Application | 選課說明: 3 | 備註: 0","無","",""
"229 U5620_01","天氣學二","AtmSci","2","TBA","TBA","李清勝","英文名稱: Synoptic Meteorology (Ⅱ)(Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"229 U5640_01","大氣動力學二","AtmSci","3","TBA","TBA","郭鴻基","英文名稱: Atmospheric Dynamics (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"241 20200_01","地球環境概論","Ocean","2","TBA","海研大講堂","劉家瑄","英文名稱: Introduction to Earth Environment | 選課說明: 2 | 備註: 0","無","",""
"241 D0010_01","博士論文","Ocean","","TBA","TBA","TBA","英文名稱: Dissertation (Ph.D.) | 選課說明: 1 | 備註: 0","無","",""
"241 D0470_1","專題討論","Ocean","1","TBA","海研大講堂","王 冑","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"241 D0470_2","專題討論","Ocean","1","TBA","海研大講堂","陳韋仁","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"241 D0470_3","專題討論","Ocean","1","TBA","海研232","張翠玉","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"241 D0470_4","專題討論","Ocean","1","TBA","海研232","溫良碩","英文名稱: Seminar | 選課說明: 1 | 備註: 0","無","",""
"241 D0610_01","台灣海峽地質專題","Ocean","2","TBA","115研討室","俞何興","英文名稱: Special Topic on Geology of the Taiwan Strait | 選課說明: 1 | 備註: 0","無","",""
"241 M0010_01","碩士論文","Ocean","","TBA","TBA","TBA","英文名稱: Thesis (M.S.) | 選課說明: 1 | 備註: 0","無","",""
"241 M0020_01","專題討論一","Ocean","1","TBA","海研大講堂","黃千芬","英文名稱: Seminar (physics) (Ⅰ) | 選課說明: 1 | 備註: 0","無","",""
"241 M0030_01","專題討論二","Ocean","1","TBA","海研大講堂","蕭仁傑","英文名稱: Seminar (biology) (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M0042_01","專題討論三下","Ocean","1","TBA","海研大講堂","張翠玉","英文名稱: Seminar (geology) (Ⅲ)(2) | 選課說明: 1 | 備註: 0","無","",""
"241 M0050_01","書報討論","Ocean","1","TBA","海研大講堂","謝志豪","英文名稱: Paper Readings (biology) | 選課說明: 1 | 備註: 0","無","",""
"241 M0072_01","專題討論四下","Ocean","1","TBA","海研232","溫良碩","英文名稱: Seminar (marine Chemistry)(Ⅳ)(2) | 選課說明: 1 | 備註: 0","無","",""
"241 M1030_01","海洋波浪專題","Ocean","2","TBA","115研討室","王 冑","英文名稱: Special Topics on Ocean Waves | 選課說明: 1 | 備註: 0","無","",""
"241 M1141_01","理論物理海洋上","Ocean","2","TBA","海研232","詹 森","英文名稱: Theoretical Physical Oceanography (1) | 選課說明: 1 | 備註: 0","無","",""
"241 M1472_01","流體力學下","Ocean","2","TBA","115研討室","陳慶生","英文名稱: Fluid Mechanics (2) | 選課說明: 1 | 備註: 0","無","",""
"241 M1670_01","地熱學","Ocean","2","TBA","海研232","徐春田","英文名稱: Geothermology | 選課說明: 3 | 備註: 0","無","",""
"241 M1720_01","水產資源學二","Ocean","3","TBA","115研討室","孫志陸","英文名稱: Marine Fishery Resources (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M1850_01","微量元素分析專論","Ocean","2","TBA","海研115","白書禎","英文名稱: Special Topics on Trace Elements Analysis | 選課說明: 1 | 備註: 0","無","",""
"241 M2370_01","理論海洋化學","Ocean","3","TBA","海研115","溫良碩","英文名稱: Theoretical Chemical Oceanography | 選課說明: 1 | 備註: 0","無","",""
"241 M2530_01","海洋微生物學二","Ocean","3","TBA","115研討室","謝文陽","英文名稱: Marine Microbiology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M2642_01","生物統計解析下","Ocean","3","TBA","海研300","葉顯椏","英文名稱: Bio-statistical Analysis (2) | 選課說明: 1 | 備註: 0","無","",""
"241 M2780_01","海洋細菌研究法二","Ocean","2","TBA","海研231","謝文陽","英文名稱: Methods in Marine Bacteriology (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M2820_01","生態系統模擬","Ocean","3","TBA","115研討室","許建宗","英文名稱: Ecological Modeling and Simulation | 選課說明: 1 | 備註: 0","無","",""
"241 M2850_01","實測資料分析","Ocean","2","TBA","海研300","唐存勇","英文名稱: Time Series Analysis | 選課說明: 1 | 備註: 0","無","",""
"241 M2960_01","地質海上實習","Ocean","1","TBA","TBA","蘇志杰","英文名稱: Field Work in Marine Geology | 選課說明: 1 | 備註: 0","無","",""
"241 M2970_01","化學組書報討論","Ocean","1","TBA","海研大講堂","溫良碩","英文名稱: Readings on Chemical Oceanography | 選課說明: 1 | 備註: 0","無","",""
"241 M3010_01","化學海上實習","Ocean","1","TBA","TBA","林曉武","英文名稱: Field Work in Marine Chemistry | 選課說明: 1 | 備註: 0","無","",""
"241 M3040_01","海洋數值模式概論","Ocean","2","TBA","115研討室","陳世楠","英文名稱: Numerical Modeling of Ocean Dynamics | 選課說明: 1 | 備註: 0","無","",""
"241 M3052_01","地質組書報討論下","Ocean","1","TBA","海研232","張翠玉","英文名稱: Paper Readings (marine Geology & Geophysics) (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M3090_01","震測資料處理實務","Ocean","3","TBA","海研231","劉家瑄","英文名稱: Seismic Data Processing Practice | 選課說明: 2 | 備註: 0","無","",""
"241 M3160_22","測深實務與原理","Ocean","2","TBA","海研115","宋國士","英文名稱: Pratice and Theory in Bathymetry | 選課說明: 1 | 備註: 0","無","",""
"241 M3270_01","珊瑚生物學選讀","Ocean","3","TBA","TBA","陳昭倫","英文名稱: Literature Review on Coral Biology | 選課說明: 1 | 備註: 0","無","",""
"241 M3330_01","環境放射化學二","Ocean","2","TBA","海研115","蘇志杰","英文名稱: Environmental Radiochemistry (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M3340_01","海洋沈積學","Ocean","2","TBA","海研115","蘇志杰","英文名稱: Marine Sedinentology | 選課說明: 1 | 備註: 0","無","",""
"241 M3380_01","穩定同位素地球化學","Ocean","3","TBA","海研231","王珮玲","英文名稱: Stable Isotope Geochemistry | 選課說明: 2 | 備註: 0","無","",""
"241 M3390_01","天然氣水合物專題討論二","Ocean","2","TBA","海研232","林曉武","英文名稱: Gas Hydrate Seminar (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 M3402_01","海洋地球化學下","Ocean","2","TBA","海研231","林斐然","英文名稱: Marine Geochemistry (2) | 選課說明: 1 | 備註: 0","無","",""
"241 M3500_01","魚類生理生態專題研究一","Ocean","1","TBA","115研討室","蕭仁傑","英文名稱: Special Topic-fish Physiology and Decolgy (1) | 選課說明: 1 | 備註: 0","無","",""
"241 M3510_01","海洋無脊椎動物專題","Ocean","2","TBA","海研115","戴昌鳳","英文名稱: Special Topics on Marine Invertebrates | 選課說明: 1 | 備註: 0","無","",""
"241 M3620_01","海洋穩定性同位素學及實驗","Ocean","3","TBA","海研115","蕭仁傑","英文名稱: Marine Stable Isotope and Experiments | 選課說明: 3 | 備註: 0","無","",""
"241 M3640_01","生態模擬專題討論二","Ocean","2","TBA","海研115","三木健","英文名稱: Ecological Modeling Seminar Ii (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"241 M3660_01","演化生物學專論","Ocean","2","TBA","海研231","陳韋仁","英文名稱: Advanced Course of Evolutionary Biology | 選課說明: 3 | 備註: 0","無","",""
"241 M3670_01","觀測地震學","Ocean","2","TBA","海研300","陳勁吾","英文名稱: Observational Seismology | 選課說明: 3 | 備註: 0","無","",""
"241 U0010_01","海洋地質概論","Ocean","1","TBA","海研大講堂","宋國士","英文名稱: Introduction to Marine Geology | 選課說明: 1 | 備註: 0","無","",""
"241 U0750_1","海洋科學概論","Ocean","2","TBA","海研大講堂","林斐然","英文名稱: Introduction to Marine Science | 選課說明: 3 | 備註: 0","無","",""
"241 U0750_2","海洋科學概論","Ocean","2","TBA","海研大講堂","林斐然","英文名稱: Introduction to Marine Science | 選課說明: 3 | 備註: 0","無","",""
"241 U0800_01","海洋遙測專題","Ocean","2","TBA","海研300","劉倬騰","英文名稱: Special Topics on Remote Sensing of Ocean | 選課說明: 1 | 備註: 0","無","",""
"241 U1280_1","海洋環境概論","Ocean","2","TBA","海研大講堂","范光龍","英文名稱: Introduction to Marine Environment | 選課說明: 2 | 備註: 0","無","",""
"241 U1300_01","海洋化學概論","Ocean","1","TBA","海研大講堂","林曉武","英文名稱: Introduction to Marine Chemistry | 選課說明: 1 | 備註: 0","無","",""
"241 U1700_01","生物地理學","Ocean","2","TBA","海研231","戴昌鳳","英文名稱: Biogeography | 選課說明: 3 | 備註: 0","無","",""
"241 U1760_01","物理海洋概論","Ocean","1","TBA","海研大講堂","唐存勇","英文名稱: Introduction to Physical Oceanography | 選課說明: 1 | 備註: 0","無","",""
"241 U1770_01","海洋生物概論","Ocean","1","TBA","海研大講堂","蕭仁傑","英文名稱: Introduction to Marine Biology | 選課說明: 1 | 備註: 0","無","",""
"241 U1820_01","海洋學概論","Ocean","3","TBA","海研300","王珮玲","英文名稱: Introduction to Oceanography | 選課說明: 1 | 備註: 0","無","",""
"241 U1830_01","海洋量測與實習","Ocean","2","TBA","115研討室","唐存勇","英文名稱: Marine Measurement and Pratice | 選課說明: 1 | 備註: 0","無","",""
"241 U1920_01","統計生態學與程式語言應用","Ocean","3","TBA","TBA","謝志豪","英文名稱: Computer Intensive Statistics in Ecology | 選課說明: 2 | 備註: 0","無","",""
"241 U1980_01","基礎海洋統計","Ocean","2","TBA","計資212","黃千芬","英文名稱: Fundamentals of Oceanic Statistics | 選課說明: 2 | 備註: 0","無","",""
"241 U2010_01","水聲海洋學二","Ocean","3","TBA","海研231","黃千芬","英文名稱: Acoustical Oceanography (Ⅱ) | 選課說明: 1 | 備註: 0","無","",""
"241 U2030_01","理論演化生態學導論","Ocean","2","TBA","海研231","三木健","英文名稱: Basic in Theoretical Evolutionary Ecology | 選課說明: 3 | 備註: 0","無","",""
"241 U2080_01","生態模擬：以C語言為例","Ocean","2","TBA","海研232","三木健","英文名稱: C Language and Linux for Ecological Modeling | 選課說明: 3 | 備註: 0","無","",""
"241 U3030_01","海洋動力專題","OCEAN","2","TBA","115研討室","陳世楠","英文名稱: Ocean Dynamics Seminar | 選課說明: 1 | 備註: 0","無","",""
"244 D0010_01","博士論文","AsPhys","","TBA","TBA","TBA","英文名稱: Dissertation (Ph.D) | 選課說明: 1 | 備註: 0","無","",""
"244 D0020_1","高等專題研究","AsPhys","1","TBA","TBA","陳丕燊","英文名稱: Advanced Topical Research | 選課說明: 1 | 備註: 0","無","",""
"244 D0020_3","高等專題研究","AsPhys","1","TBA","TBA","吳俊輝","英文名稱: Advanced Topical Research | 選課說明: 1 | 備註: 0","無","",""
"244 D0050_01","高等專題討論二","AsPhys","1","TBA","TBA","吳俊輝","英文名稱: Seminar on Advanced Special Topics (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"244 D0070_01","高等專題討論四","AsPhys","1","TBA","TBA","吳俊輝","英文名稱: Seminar on Advanced Special Topics (Ⅳ) | 選課說明: 2 | 備註: 0","無","",""
"244 D1120_01","廣義相對論","AsPhys","3","TBA","TBA","賀培銘","英文名稱: General Relativity | 選課說明: 2 | 備註: 0","無","",""
"244 M0010_01","碩士論文","AsPhys","","TBA","TBA","TBA","英文名稱: Thesis (M.S.) | 選課說明: 1 | 備註: 0","無","",""
"244 M0020_1","專題研究","AsPhys","1","TBA","TBA","陳丕燊","英文名稱: Topical Research | 選課說明: 2 | 備註: 0","無","",""
"244 M0090_01","專題討論二","AsPhys","","TBA","TBA","熊 怡","英文名稱: Seminar (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"244 M1130_01","恆星天文物理","AsPhys","4","TBA","TBA","闕志鴻","英文名稱: Stellar Astrophysics | 選課說明: 2 | 備註: 0","無","",""
"245 D0010_01","博士論文","ApPhys","","TBA","TBA","TBA","英文名稱: Dissertation (Ph.D.) | 選課說明: 1 | 備註: 0","無","",""
"245 D0050_01","高等應用物理專題討論二","ApPhys","1","TBA","TBA","楊鴻昌","英文名稱: Seminar on Advanced Applied Physics (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"245 M0010_01","碩士論文","ApPhys","","TBA","TBA","TBA","英文名稱: Thesis (M.S.) | 選課說明: 1 | 備註: 0","無","",""
"245 M0050_01","應用物理專題討論二","ApPhys","1","TBA","TBA","熊 怡","英文名稱: Seminar in Applied Physics (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"245 M0090_01","光電導論","ApPhys","3","TBA","TBA","蔡定平","英文名稱: Introduction to Optoelectronics | 選課說明: 2 | 備註: 0","無","",""
"245 U0010_01","最新應用物理特論","ApPhys","3","TBA","新物304","洪銘輝","英文名稱: Special Topics in Contemporary Applied Physics | 選課說明: 2 | 備註: 0","無","",""
"302 00110_1","服務學習一","PS","","TBA","TBA","王宏文","英文名稱: Student Service Education (Ⅰ) | 選課說明: 3 | 備註: 0","無","",""
"302 00110_2","服務學習一","PS","","TBA","TBA","王宏文","英文名稱: Student Service Education (Ⅰ) | 選課說明: 3 | 備註: 0","無","",""
"302 00110_3","服務學習一","PS","","TBA","TBA","王宏文","英文名稱: Student Service Education (Ⅰ) | 選課說明: 3 | 備註: 0","無","",""
"302 00110_4","服務學習一","PS","","TBA","TBA","王宏文","英文名稱: Student Service Education (Ⅰ) | 選課說明: 3 | 備註: 0","無","",""
"302 00110_5","服務學習一","PS","","TBA","TBA","王宏文","英文名稱: Student Service Education (Ⅰ) | 選課說明: 3 | 備註: 0","無","",""
"302 00110_6","服務學習一","PS","","TBA","TBA","陶儀芬","英文名稱: Student Service Education (Ⅰ) | 選課說明: 2 | 備註: 0","無","",""
"302 00220_6","服務學習二","PS","","TBA","TBA","陶儀芬","英文名稱: Student Service Education (Ⅱ) | 選課說明: 2 | 備註: 0","無","",""
"302 00330_1","服務學習三","PS","","TBA","TBA","張登及","英文名稱: Student Service Education (Ⅲ) | 選課說明: 3 | 備註: 0","無","",""
"302 00330_2","服務學習三","PS","","TBA","TBA","張登及","英文名稱: Student Service Education (Ⅲ) | 選課說明: 2 | 備註: 0","無","",""
"302 10120_1","政治學二","PS","3","TBA","新505","任德厚","英文名稱: Political Science (Ⅱ) | 選課說明: 3 | 備註: 1","無","","10"
"302 10120_2","政治學二","PS","3","TBA","博雅302","李錫錕","英文名稱: Political Science (Ⅱ) | 選課說明: 3 | 備註: 0","無","","30"
"302 10120_3","政治學二","PS","3","TBA","博雅103","王業立","英文名稱: Political Science (Ⅱ) | 選課說明: 2 | 備註: 1","無","","30"
"302 101B2_01","政治學乙下","PS","2","TBA","共101","胡全威","英文名稱: Political Science (b)(2) | 選課說明: 2 | 備註: 0","無","",""
"302 10350_1","國際關係二","PS","2","TBA","共101","張亞中","英文名稱: Introduction to International Relations (Ⅱ) | 選課說明: 2 | 備註: 0","無","","35"
"302 10350_2","國際關係二","PS","2","TBA","普203","明居正","英文名稱: Introduction to International Relations (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 10350_3","國際關係二","PS","2","TBA","普101","張登及","英文名稱: Introduction to International Relations (Ⅱ) | 選課說明: 2 | 備註: 1","無","","20"
"302 10420_1","行政學二","PS","2","TBA","普203","蘇彩足","英文名稱: Public Administration (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 10420_2","行政學二","PS","2","TBA","普404","林子倫","英文名稱: Public Administration (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 10420_3","行政學二","PS","2","TBA","共102","陳秋政","英文名稱: Public Administration (Ⅱ) | 選課說明: 2 | 備註: 0","無","","10"
"302 20130_01","政治發展與民主化","PS","2","TBA","社科23","陶儀芬","英文名稱: Political Development and Democratization | 選課說明: 2 | 備註: 0","無","","10"
"302 23410_01","行政資訊管理","PS","2","TBA","社科4","周韻采","英文名稱: Administrative Information Management | 選課說明: 2 | 備註: 1","無","","10"
"302 24420_1","中華民國憲法及政府二","PS","2","TBA","新203","陳淳文","英文名稱: The Constitution & Government of the Republic of China (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 24420_2","中華民國憲法及政府二","PS","2","TBA","新505","湯德宗","英文名稱: The Constitution & Government of the Republic of China (Ⅱ) | 選課說明: 3 | 備註: 1","無","","10"
"302 24420_3","中華民國憲法及政府二","PS","2","TBA","共105","黃錦堂","英文名稱: The Constitution & Government of the Republic of China (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 24510_01","東亞政治經濟","PS","2","TBA","社科6","左正東","英文名稱: Political Economy of East Asia | 選課說明: 2 | 備註: 0","無","","10"
"302 24620_1","比較政府二","PS","2","TBA","社科22","高 朗","英文名稱: Comparative Government (Ⅱ) | 選課說明: 2 | 備註: 1","無","","15"
"302 24620_2","比較政府二","PS","2","TBA","社科15","李鳳玉","英文名稱: Comparative Government (Ⅱ) | 選課說明: 2 | 備註: 1","無","","15"
"302 24620_3","比較政府二","PS","2","TBA","社科6","左正東","英文名稱: Comparative Government (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 24720_01","經濟學乙二","PS","2","TBA","社科22","江瑞祥","英文名稱: Economics (b)(Ⅱ) | 選課說明: 2 | 備註: 1","無","","20"
"302 27420_01","中國政治史二","PS","2","TBA","社科23","林俊宏","英文名稱: Political History of China (Ⅱ) | 選課說明: 1 | 備註: 0","無","","10"
"302 29220_1","應用統計學二","PS","2","TBA","社科7","洪永泰","英文名稱: Applied Statistics (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 29220_2","應用統計學二","PS","2","TBA","社科14","王宏文","英文名稱: Applied Statistics (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 30120_01","西洋政治哲學二","PS","2","TBA","社科16","陳思賢","英文名稱: Western Political Philosophy (Ⅱ) | 選課說明: 3 | 備註: 1","無","","20"
"302 30450_01","民意調查","PS","2","TBA","社科5","張佑宗","英文名稱: Publicopinion Survey | 選課說明: 2 | 備註: 0","無","","10"
"302 30560_1","社會科學研究方法","PS","2","TBA","社科4","黃長玲","英文名稱: Research Methods of Social Science | 選課說明: 2 | 備註: 1","無","","5"
"302 30560_2","社會科學研究方法","PS","2","TBA","社科7","王鼎銘","英文名稱: Research Methods of Social Science | 選課說明: 2 | 備註: 1","無","","5"
"302 30570_01","政治社會學","PS","2","TBA","社科14","吳玉山","英文名稱: Political Sociology | 選課說明: 2 | 備註: 0","無","","10"
"302 30810_01","統計與生活","PS","3","TBA","博雅101","洪永泰","英文名稱: Statistics and Life | 選課說明: 2 | 備註: 0","無","","220"
"302 31530_01","公共人力資源管理","PS","2","TBA","社科研1","彭錦鵬","英文名稱: Public Human Resources Management | 選課說明: 3 | 備註: 0","無","","5"
"302 32420_1","中國政治哲學二","PS","2","TBA","社科3","盧瑞鍾","英文名稱: Chinese Political Philosophy (Ⅱ) | 選課說明: 1 | 備註: 1","無","","10"
"302 32420_2","中國政治哲學二","PS","2","TBA","社科9","林俊宏","英文名稱: Chinese Political Philosophy (Ⅱ) | 選課說明: 1 | 備註: 1","無","","30"
"302 32530_01","公共財務管理議題","PS","2","TBA","社科10","蘇彩足","英文名稱: Issues in Public Financial Management | 選課說明: 2 | 備註: 0","Y","","5"
"302 33140_01","比較政治理論二","PS","2","TBA","TBA","張佑宗","英文名稱: Theories of Comparative Politics (Ⅱ) | 選課說明: 1 | 備註: 0","無","","10"
"302 33610_01","台灣地區政治經濟發展","PS","2","TBA","公衛101","吳若予","英文名稱: The Political Economy of Development in Taiwan | 選課說明: 2 | 備註: 1","無","","10"
"302 33720_01","現代政治思想二","PS","2","TBA","社科4","陳思賢","英文名稱: Modern Political Thought (Ⅱ) | 選課說明: 3 | 備註: 1","無","","10"
"302 34130_01","國際公法議題","PS","2","TBA","社科5","蔡季廷","英文名稱: Issues in International Law | 選課說明: 2 | 備註: 0","無","","10"
"302 34200_01","外交決策與政策","PS","2","TBA","社科7","徐斯勤","英文名稱: The Decision Making and Analysis of Foreign Policy | 選課說明: 2 | 備註: 1","無","","10"
"302 35600_01","近代中國對外關係","PS","2","TBA","社科23","陳世民","英文名稱: Foreirn Relations of Modern China | 選課說明: 1 | 備註: 0","無","","15"
"302 36320_01","國際關係史二","PS","2","TBA","社科16","蘇宏達","英文名稱: History of International Relations (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 38220_01","公共政策二","PS","2","TBA","社科11","林子倫","英文名稱: Public Policy (Ⅱ) | 選課說明: 1 | 備註: 1","無","","10"
"302 39200_01","外交實務","PS","2","TBA","社科23","楊承達","英文名稱: Diplomatic Practices | 選課說明: 2 | 備註: 0","無","","15"
"302 40620_01","國際政治理論二","PS","2","TBA","社科15","袁 易","英文名稱: Theories of International Politics (Ⅱ) | 選課說明: 3 | 備註: 0","無","","20"
"302 40700_01","非營利組織","PS","2","TBA","社科8","孫 煒","英文名稱: Nonprofit Organization | 選課說明: 3 | 備註: 0","無","","10"
"302 41700_01","國際安全","PS","2","TBA","社科4","陳世民","英文名稱: International Security | 選課說明: 2 | 備註: 0","無","","20"
"302 43220_01","行政法二","PS","2","TBA","社科15","黃錦堂","英文名稱: Administrative Law (Ⅱ) | 選課說明: 2 | 備註: 1","無","","10"
"302 44600_01","成本效益分析","PS","2","TBA","社科6","江瑞祥","英文名稱: Cost-benefit Analysis | 選課說明: 2 | 備註: 0","無","","10"
"302 45130_01","經貿暨區域國際組織","PS","2","TBA","社科6","蘇宏達","英文名稱: Economic and Regional International Organizations | 選課說明: 2 | 備註: 0","Y","","10"
"302 49210_01","國際政治經濟學","PS","2","TBA","社科10","蕭全政","英文名稱: International Political Economy | 選課說明: 1 | 備註: 0","無","","10"
